,name,cost,address,org_name
196,ЦИТРАМОН П №20 ТАБ. ИУ RENEWAL,"96,00",Красноярск Советский Молокова 54,Аптека «Аптека Эконом»
197,ЦИТРАМОН П №10 ТАБ. ФАРМСТАНДАРТ,"24,00",Красноярск Октябрьский Свободный 50,Аптека «Аптека Эконом»
198,ЦИТРАМОН-ЛЕКТ №20 ТАБ. ТЮМЕНСКИЙ,"41,50",Красноярск Октябрьский Свободный 50,Аптека «Аптека Эконом»
199,ЦИТРАМОН П №20 ТАБ. ФАРМСТАНДАРТ,"66,00",Красноярск Октябрьский Свободный 50,Аптека «Аптека Эконом»
200,ЦИТРАМОН П №10 ТАБ. RENEWAL,"69,00",Красноярск Октябрьский Свободный 50,Аптека «Аптека Эконом»
201,ЦИТРАМОН П №20 ТАБ. ИУ RENEWAL,"96,00",Красноярск Октябрьский Свободный 50,Аптека «Аптека Эконом»
202,ЦИТРАМОН П №10 ТАБ. ФАРМСТАНДАРТ,"24,50",Красноярск Советский Октябрьская 1,Аптека «Аптека Эконом»
203,ЦИТРАМОН-ЛЕКТ №20 ТАБ. ТЮМЕНСКИЙ,"39,00",Красноярск Советский Октябрьская 1,Аптека «Аптека Эконом»
204,ЦИТРАМОН П №20 ТАБ. МЕДИСОРБ,"39,00",Красноярск Советский Октябрьская 1,Аптека «Аптека Эконом»
205,ЦИТРАМОН П №20 ТАБ. ФАРМСТАНДАРТ,"65,00",Красноярск Советский Октябрьская 1,Аптека «Аптека Эконом»
206,ЦИТРАМОН П №10 ТАБ. RENEWAL,"75,00",Красноярск Советский Октябрьская 1,Аптека «Аптека Эконом»
207,ЦИТРАМОН П №20 ТАБ. ИУ RENEWAL,"97,00",Красноярск Советский Октябрьская 1,Аптека «Аптека Эконом»
208,ЦИТРАМОН П №10 ТАБ. ФАРМСТАНДАРТ,"24,00",Красноярск Советский 9 мая 38а,Аптека «Аптека Эконом»
209,ЦИТРАМОН П №10 ТАБ. ИРБИТСКИЙ,"25,00",Красноярск Советский 9 мая 38а,Аптека «Аптека Эконом»
210,ЦИТРАМОН П №20 ТАБ. ФАРМСТАНДАРТ,"67,00",Красноярск Советский 9 мая 38а,Аптека «Аптека Эконом»
211,ЦИТРАМОН П №10 ТАБ. RENEWAL,"68,00",Красноярск Советский 9 мая 38а,Аптека «Аптека Эконом»
212,ЦИТРАМОН ЭКСТРАКАП №10 КАПС. ФАРМСТАНДАРТ,"71,00",Красноярск Советский 9 мая 38а,Аптека «Аптека Эконом»
213,ЦИТРАМОН П №20 ТАБ. ИУ RENEWAL,"100,00",Красноярск Советский 9 мая 38а,Аптека «Аптека Эконом»
214,ЦИТРАМОН П №10 ТАБ. ИРБИТСКИЙ,"27,50",Красноярск Советский Молокова 15,Аптека «Аптека Эконом»
215,ЦИТРАМОН П №10 ТАБ. ФАРМСТАНДАРТ,"29,00",Красноярск Советский Молокова 15,Аптека «Аптека Эконом»
216,ЦИТРАМОН П №20 ТАБ. МЕДИСОРБ,"40,00",Красноярск Советский Молокова 15,Аптека «Аптека Эконом»
217,ЦИТРАМОН П №20 ТАБ. ФАРМСТАНДАРТ,"72,00",Красноярск Советский Молокова 15,Аптека «Аптека Эконом»
218,ЦИТРАМОН П №10 ТАБ. RENEWAL,"74,00",Красноярск Советский Молокова 15,Аптека «Аптека Эконом»
219,ЦИТРАМОН П №20 ТАБ. ИУ RENEWAL,"111,00",Красноярск Советский Молокова 15,Аптека «Аптека Эконом»
220,Цитрамон П таб. №20,"124,00",Красноярск Советский Батурина 20,Аптека «Аптека Здравсити (Живика)»
221,Цитрамон П тб N 10,"20,00",Красноярск Центральный Мартынова 20,Аптека «Аптека от склада»
222,Цитрамон П тб N 20,"49,00",Красноярск Центральный Мартынова 20,Аптека «Аптека от склада»
223,Цитрамон П Медисорб таб N 30,"66,00",Красноярск Центральный Мартынова 20,Аптека «Аптека от склада»
224,Цитрамон П тб N 10,"20,00",Красноярск Ленинский Им.Газеты Красноярский Рабочий 48,Аптека «Аптека от склада»
225,Цитрамон П тб N 20,"49,00",Красноярск Ленинский Им.Газеты Красноярский Рабочий 48,Аптека «Аптека от склада»
226,Цитрамон П Медисорб таб N 30,"68,50",Красноярск Ленинский Им.Газеты Красноярский Рабочий 48,Аптека «Аптека от склада»
227,ЦИТРАМОН П №10 ТАБ. ФАРМСТАНДАРТ,"26,50",Красноярск Советский 40 лет Победы 10,Аптека «Аптека Эконом»
228,ЦИТРАМОН П №20 ТАБ. МЕДИСОРБ,"38,00",Красноярск Советский 40 лет Победы 10,Аптека «Аптека Эконом»
229,ЦИТРАМОН П №20 ТАБ. ФАРМСТАНДАРТ,"63,00",Красноярск Советский 40 лет Победы 10,Аптека «Аптека Эконом»
230,ЦИТРАМОН П №10 ТАБ. RENEWAL,"82,00",Красноярск Советский 40 лет Победы 10,Аптека «Аптека Эконом»
231,ЦИТРАМОН П №20 ТАБ. ИУ RENEWAL,"111,00",Красноярск Советский 40 лет Победы 10,Аптека «Аптека Эконом»
232,ЦИТРАМОН П №10 ТАБ. ИРБИТСКИЙ,"25,50",Красноярск Советский Водопьянова 15,Аптека «Аптека Эконом»
233,ЦИТРАМОН П №10 ТАБ. ФАРМСТАНДАРТ,"27,00",Красноярск Советский Водопьянова 15,Аптека «Аптека Эконом»
234,ЦИТРАМОН П №20 ТАБ. МЕДИСОРБ,"41,00",Красноярск Советский Водопьянова 15,Аптека «Аптека Эконом»
235,ЦИТРАМОН П №20 ТАБ. ФАРМСТАНДАРТ,"65,00",Красноярск Советский Водопьянова 15,Аптека «Аптека Эконом»
236,ЦИТРАМОН П №10 ТАБ. RENEWAL,"80,00",Красноярск Советский Водопьянова 15,Аптека «Аптека Эконом»
237,ЦИТРАМОН П №20 ТАБ. ИУ RENEWAL,"97,00",Красноярск Советский Водопьянова 15,Аптека «Аптека Эконом»
238,ЦИТРАМОН П №10 ТАБ. ФАРМСТАНДАРТ,"21,00",Красноярск Железнодорожный Ладо Кецховели 26/2,Аптека «Аптека Эконом»
239,ЦИТРАМОН П №20 ТАБ. ФАРМСТАНДАРТ,"65,00",Красноярск Железнодорожный Ладо Кецховели 26/2,Аптека «Аптека Эконом»
240,ЦИТРАМОН П №10 ТАБ. RENEWAL,"80,00",Красноярск Железнодорожный Ладо Кецховели 26/2,Аптека «Аптека Эконом»
241,ЦИТРАМОН П №20 ТАБ. ИУ RENEWAL,"111,00",Красноярск Железнодорожный Ладо Кецховели 26/2,Аптека «Аптека Эконом»
242,Цитрамон-ЭкстраКап капс. №10,"116,00",Красноярск Ленинский Говорова 48а,Аптека «Аптека Здравсити (Живика)»
243,Цитрамон П таб. №20,"117,00",Красноярск Железнодорожный Железнодорожников 26а,Аптека «Аптека Здравсити (Живика)»
244,ЦИТРАМОН П N10 таб. Фармстандарт-Лексредства,"30,00",Красноярск Свердловский Матросова 4,Аптека «Новая Аптека»
245,ЦИТРАМОН П РЕНЕВАЛ N20 таб. Обновление реневал пфк АО,"116,00",Красноярск Свердловский Матросова 4,Аптека «Новая Аптека»
